type,room_id,sender,origin_server_ts,event_id,user_id,content.org.matrix.msc1767.text,content.body,content.msgtype,content.info.size,content.file.v,content.file.key.alg,content.file.key.ext,content.file.key.k,content.file.key.key_ops,content.file.key.kty,content.file.iv,content.file.hashes.sha256,content.file.url,content.to,content.from_device,content.methods,content.format,content.formatted_body,content.m.relates_to.m.in_reply_to.event_id,content.info.mimetype,content.info.w,content.info.h,content.info.xyz.amorgan.blurhash,content.info.thumbnail_info.w,content.info.thumbnail_info.h,content.info.thumbnail_info.mimetype,content.info.thumbnail_info.size,content.info.thumbnail_file.v,content.info.thumbnail_file.key.alg,content.info.thumbnail_file.key.ext,content.info.thumbnail_file.key.k,content.info.thumbnail_file.key.key_ops,content.info.thumbnail_file.key.kty,content.info.thumbnail_file.iv,content.info.thumbnail_file.hashes.sha256,content.info.thumbnail_file.url,content.info.thumbnail_file.mimetype,content.file.mimetype,content.org.matrix.msc1767.message,timestamp_utc,content.body_translated,content.org.matrix.msc1767.text_translated
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646358140199,$TAwTfJOnbTkN2SYBaTWb_oTMNS8eebdDQ-1MN-iTvE8,@saint:matrix.mtololo.com,вместо админ1 от терпил,вместо админ1 от терпил,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 18:42:20,Instead of admin1 from tolerated,Instead of admin1 from tolerated
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646358141126,$ZTUJYUrBkC1i3SV8rIfOnPi_Af7B45ZT20V-_hS0YfA,@saint:matrix.mtololo.com,к рут,к рут,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 18:42:21,To Ruth,To Ruth
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646358142316,$VJVqEqgDk67wEtVYn1kvrcY2OYDi_NWicuNzWJHkloc,@saint:matrix.mtololo.com,юзеру,юзеру,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 18:42:22,Juzer,Juzer
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646358158165,$YiLCLYIduG0lBL6Yl7xgHr2alDx1x8t4myhbrP5OhTI,@saint:matrix.mtololo.com,а так гуд да,а так гуд да,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 18:42:38,and so good yes,and so good yes
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646375517208,$_yEtuX6gSDm1mboCmHHbBrzTajfOQn418DLOszi4V_Q,@killanas:matrix.mtololo.com,,"> <@saint:matrix.mtololo.com> вместо админ1 от терпил

Ага. Согласен. Поправим.",m.text,,,,,,,,,,,,,,org.matrix.custom.html,"<mx-reply><blockquote><a href=""https://matrix.to/#/!DTMpRbjomxkKtLtZFs:matrix.mtololo.com/$TAwTfJOnbTkN2SYBaTWb_oTMNS8eebdDQ-1MN-iTvE8?via=matrix.mtololo.com"">In reply to</a> <a href=""https://matrix.to/#/@saint:matrix.mtololo.com"">@saint:matrix.mtololo.com</a><br />вместо админ1 от терпил</blockquote></mx-reply>Ага. Согласен. Поправим.",$TAwTfJOnbTkN2SYBaTWb_oTMNS8eebdDQ-1MN-iTvE8,,,,,,,,,,,,,,,,,,,,,2022-03-03 23:31:57,"> <@sain: matrix.mtololo.com> instead of admin1 from tolerated 

 Yeah. I agree. Correct.",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646375558359,$KAHSuVaSa6hqLZSYflwFDHCyfnREXUHke0oC-b_66_0,@killanas:matrix.mtololo.com,,Много времени ушло что бы Тор взлетел. Оказалось не так тривиально ),m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 23:32:38,A lot of time has gone to take off. It turned out not so trivial),
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646380379497,$tYLux2VQbqa3R7XJ6oXd0UpFY3Td7_J0X5JY8NbE6SU,@saint:matrix.mtololo.com,а ну и что бы терпилы в чате видели,а ну и что бы терпилы в чате видели,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-04 00:52:59,"Well, what would the enders in the chat see","Well, what would the enders in the chat see"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646380385256,$egGAnHSApHkqEQ2FHSJD1Dn3s4EmppW6MmN8z9HXj_Q,@saint:matrix.mtololo.com,support,support,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-04 00:53:05,Support,Support
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646380387046,$SOGWCmvsYLtRAVRh04XpZlSBtOXI2q-OnekfzHwjfwA,@saint:matrix.mtololo.com,and you,and you,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-04 00:53:07,and you,and you
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646386298251,$WVrqjQneDbfoSkFgfRAAYl8-nVpkuZFcbVhri7t0XTc,@killanas:matrix.mtololo.com,,"Ок.
Думаю к концу недели уже минусы добьем и можно будет причесывать дизайн плюс на минус )",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-04 02:31:38,"OK. 
 I think by the end of the week we’ll turn the disadvantages and it will be possible to comb the design plus for minus)",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515088302,$t5k84Y1W1TdwlfNGO45mzxW2VqoA2EYYrtWTRWGp4C0,@saint:matrix.mtololo.com,прив,прив,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:18:08,Priv,Priv
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515095420,$pVggc7gIlqx8W7Pt41HjHbXsntSRHzUCWmGwBIUlVLI,@saint:matrix.mtololo.com,в ТЗ по чату добавить пункт надо будет,в ТЗ по чату добавить пункт надо будет,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:18:15,"In TK, you will need to add item for a chat","In TK, you will need to add item for a chat"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515113818,$qVlruv-Kra0ThtKkPbvnJg7Q0McOjtJgFI2xGIzMVe8,@saint:matrix.mtololo.com,"для терпилл при первом обращение - генерации чата, каптчу какую нибуьд","для терпилл при первом обращение - генерации чата, каптчу какую нибуьд",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:18:33,"to endure the first treatment - the generation of the chat, some kind of captcha","to endure the first treatment - the generation of the chat, some kind of captcha"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515117666,$2G1B9dIbkYxIvE05rVKb26riolT2e8ENk7RXEyUCM7U,@saint:matrix.mtololo.com,что бы нам ебало не полодили,что бы нам ебало не полодили,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:18:37,Whatever fucked to us.,Whatever fucked to us.
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515178061,$b0Yv0GiE2wqYb0laACyvE522bniH_j630iqJmIh7Ji4,@killanas:matrix.mtololo.com,,Да. Пентест уже в конце. На эти моменты обязательно посмотрим ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:19:38,Yes. Pentest is already at the end. We'll definitely look at these moments,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515186446,$AMnIDoTYuKCR6Xi1tLIqTNaqdkxPulul2xf9Ox8zcxg,@killanas:matrix.mtololo.com,,Какие типы файлов нужно будет грузить ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:19:46,What types of files will need to be loaded,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515189652,$eVQfsUqd4KONIJ2SI1eRDfLoB9wdalbO28Fs3oY8mfA,@killanas:matrix.mtololo.com,,"ALLOWED_TYPES = ['pdf', 'doc', 'docx', 'jpeg', 'jpg', 'png']",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:19:49,"Allowed_types = ['pdf', 'doc', 'docx', 'jpeg', 'jpg', 'png']",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515192242,$v2GBLa_5_1NKftJAMZupT7i1m1wym7MZTIkmppQ3F4Y,@killanas:matrix.mtololo.com,,Норм ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:19:52,Norm,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515193470,$xWJCKo8P1kghRw_4W9yRuq10NT3tFZaVAYl6rVkN6sQ,@killanas:matrix.mtololo.com,,?,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:19:53,?,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515269004,$OAlUXKVphZxqCS-alU0D0ewSKYQxkUZhkigghC05UJs,@saint:matrix.mtololo.com,ну смотри,ну смотри,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:21:09,Well look,Well look
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515276904,$v5VxqJShJfvQEZlIkgLkiaiBRXGYIZtTjfxqttnlyAk,@saint:matrix.mtololo.com,у них же расширение будет +yanluowang,у них же расширение будет +yanluowang,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:21:16,They will also have an expansion +yanluowng,They will also have an expansion +yanluowng
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515391556,$HkcKY__4PG1kbvvuItFMcrbVMY9y-fZ92NDfziDZnz0,@killanas:matrix.mtololo.com,,Ну по сути да ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:11,"Well, in fact, yes",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515404947,$zcvGB4UDa1nyQHugZSs5lrIh4WSypDFNdUOzKMa_9yE,@saint:matrix.mtololo.com,да нормально будет,да нормально будет,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:24,"Yes, it will be normal","Yes, it will be normal"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515410091,$hKrJRvKuMjgdYlDvn4d3GM8WvGTSeP_-ZmVy262QX54,@saint:matrix.mtololo.com,но и для никс локера тож надо сделать,но и для никс локера тож надо сделать,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:30,"but for the NIX Loker, you need to do it","but for the NIX Loker, you need to do it"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515411355,$pJyIrzt_ojJiBQ6UNgKLAjvhL7ZnIKqmC_qRhds9SNw,@saint:matrix.mtololo.com,.log,.log,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:31,.log,.log
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515415259,$X20NTPokSBMAC0TnN3sU46U0YS9RoVTKVqUORmOkKqY,@saint:matrix.mtololo.com,.tgz,.tgz,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:35,.tgz,.tgz
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515419639,$v8CGkgCikXcprDbYfLlRZglW5ldLOG5etmEbE_45WGc,@saint:matrix.mtololo.com,ну линуксовые какие нибудь,ну линуксовые какие нибудь,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:39,"well, some kind of Linux","well, some kind of Linux"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515423431,$lw8WBSykB4aPU1kVlfOEzb61Dvh71R-pMxMybTFWu3M,@saint:matrix.mtololo.com,я хуй знает че у них в почете,я хуй знает че у них в почете,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:43,I know the dick what they are held in high esteem,I know the dick what they are held in high esteem
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515435531,$FmZwtgw15zpA4r2hK6xA1un_kHV2GvwFmo1zXAghGDg,@saint:matrix.mtololo.com,можно ограничение в 10 мб поставить и всё в принципе,можно ограничение в 10 мб поставить и всё в принципе,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:55,you can put a restriction of 10 MB and everything in principle,you can put a restriction of 10 MB and everything in principle
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515439459,$uUJrN66quhgeAB6HUpVnx7age0m0zUGBgDHNig6t_bI,@saint:matrix.mtololo.com,но без хуйни,но без хуйни,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:23:59,But without a fuck,But without a fuck
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515441103,$i8DxZ60avXSCBY-q9x-fnKXXWj2oH4yoKjpEXSU53_Y,@saint:matrix.mtololo.com,ехе и тд,ехе и тд,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:24:01,"Ehe, etc.","Ehe, etc."
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646515441854,$-J_Yt8K9k7twPhATZXbQJGXW-Itb-EHzGb3_ViJogMk,@saint:matrix.mtololo.com,нельзя,нельзя,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:24:01,it is forbidden,it is forbidden
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515468149,$xjMdeN4ZePO_EWyGIBc68SfX-TL7K_PsCQDuPXmMPLg,@killanas:matrix.mtololo.com,,Ок,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:24:28,OK,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646515481182,$8cZt7mu6jS_N4w_6mmW7P4qEAXpAk-oHEtyM2jyJZDs,@killanas:matrix.mtololo.com,,Пока так тогда ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-05 14:24:41,"So far, so then",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646666470691,$so-unVbporgW8fz8if1lUFvQquT0g_0layUhRV1uRNM,@killanas:matrix.mtololo.com,у admin1,у admin1,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 08:21:10,At Admin1,At Admin1
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646666473448,$d0YByBZNA1Y55LCHn64xpkTjAXX4jtb4Vw3TLWuk6-Y,@killanas:matrix.mtololo.com,не появился чат,не появился чат,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 08:21:13,The chat did not appear,The chat did not appear
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646666535460,$NCk5L8twYxD_3RM5konOY7G9nSs_BeVi_faQfI9iTjU,@saint:matrix.mtololo.com,&,&,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 08:22:15,&,&
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646666568175,$PYeTQtfR7kUzwUtNXbj4pppaM0ZGXPFEljQ4F9wdtoA,@killanas:matrix.mtololo.com,Перепутал чат. сори,Перепутал чат. сори,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 08:22:48,I confused the chat. Sori,I confused the chat. Sori
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646666578186,$_eY6gzLdUMpEdCKD6nil-2_91hDpcCyLEE7m1JiH5o0,@saint:matrix.mtololo.com,ok,ok,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 08:22:58,OK,OK
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646666589576,$Hdf8SPkCIyo355Kn2sdNTKaMtoz4EmYc9DFWEX0iUXw,@killanas:matrix.mtololo.com,Проверяю чат терпильский),Проверяю чат терпильский),m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 08:23:09,I check the Terpilsky chat),I check the Terpilsky chat)
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646676371864,$GBeT41W5hSOxIao0dGryTkGvSl8rTm4b7wXqG2yqF60,@killanas:matrix.mtololo.com,,"> <@killanas:matrix.mtololo.com> Терпильский линк:
> http://ruzcng4pljccqamzndg5r4nazgtwimhvrzzp4qvhw3uqhxr635hwkfyd.onion/
> Админка для чата:
> http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion
> Панель суперадмина:
> http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion/admin

Можешь чекнуть. Вроде бы все пункты тз чата выполнены",m.text,,,,,,,,,,,,,,org.matrix.custom.html,"<mx-reply><blockquote><a href=""https://matrix.to/#/!DTMpRbjomxkKtLtZFs:matrix.mtololo.com/$QzUSydZg70FZWh3fOd13FRelIOcxW9pwpX5_wW_Uef0?via=matrix.mtololo.com"">In reply to</a> <a href=""https://matrix.to/#/@killanas:matrix.mtololo.com"">@killanas:matrix.mtololo.com</a><br>Терпильский линк:<br/>http://ruzcng4pljccqamzndg5r4nazgtwimhvrzzp4qvhw3uqhxr635hwkfyd.onion/<br/>Админка для чата:<br/>http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion<br/>Панель суперадмина:<br/>http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion/admin</blockquote></mx-reply>Можешь чекнуть. Вроде бы все пункты тз чата выполнены",$QzUSydZg70FZWh3fOd13FRelIOcxW9pwpX5_wW_Uef0,,,,,,,,,,,,,,,,,,,,"[{'body': '> <@killanas:matrix.mtololo.com> Терпильский линк:\n> http://ruzcng4pljccqamzndg5r4nazgtwimhvrzzp4qvhw3uqhxr635hwkfyd.onion/\n> Админка для чата:\n> http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion\n> Панель суперадмина:\n> http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion/admin\n\nМожешь чекнуть. Вроде бы все пункты тз чата выполнены', 'mimetype': 'text/plain'}, {'body': '<mx-reply><blockquote><a href=""https://matrix.to/#/!DTMpRbjomxkKtLtZFs:matrix.mtololo.com/$QzUSydZg70FZWh3fOd13FRelIOcxW9pwpX5_wW_Uef0?via=matrix.mtololo.com"">In reply to</a> <a href=""https://matrix.to/#/@killanas:matrix.mtololo.com"">@killanas:matrix.mtololo.com</a><br>Терпильский линк:<br/>http://ruzcng4pljccqamzndg5r4nazgtwimhvrzzp4qvhw3uqhxr635hwkfyd.onion/<br/>Админка для чата:<br/>http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion<br/>Панель суперадмина:<br/>http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion/admin</blockquote></mx-reply>Можешь чекнуть. Вроде бы все пункты тз чата выполнены', 'mimetype': 'text/html'}]",2022-03-07 11:06:11,"> <@killanas: matrix.mtololo.com> Terpil Link: 
 > http://ruzcng4pljccamzndg5r4nazgtwimhvrzzp4qvhw3uqhxr635hwkfyd.onion/ 
 > Admise for chat: 
 > http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yixiw5gdsooad.onion 
 > Superdmin panel: 
 > http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yixiw5gdsooad.onion/admin 

 You can check. It seems that all points of TK chat are made",
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646676541659,$0NG12CSQT6XQq3BQJhPP_sD0UqKrHpWYzIq77x3sUW4,@saint:matrix.mtololo.com,да всё гуд,да всё гуд,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:09:01,"Yes, everything is buzzing","Yes, everything is buzzing"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646676548508,$Dk6Zme5z7TvGAskqmieaahd8hC7cFQ92ZUk7fe2T6hM,@saint:matrix.mtololo.com,отлько на моменте реги корпы сделать капчу,отлько на моменте реги корпы сделать капчу,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:09:08,"Due to the moment of regions, make captcha","Due to the moment of regions, make captcha"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646676549661,$wBPPzLT8F5VeVnHEhhk83hcTEwZO1FusswI7Vxfi-T4,@saint:matrix.mtololo.com,просил еще,просил еще,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:09:09,I asked again,I asked again
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646678117707,$dX1rF4pa66HBuYGsH8Z-nIDR8JSQIpvZ1Id6LOcgrrk,@killanas:matrix.mtololo.com,,+,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:35:17,+,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678467529,$9mpVBe0-Wz80hsULBW2dfRvRRqsA0bevRfU1jV_5Mpw,@saint:matrix.mtololo.com,f ye b ,f ye b ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:41:07,F Ye b,F Ye b
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678469802,$ZeEsQGErUCKDQIfFZ7SxQYElgQUUHpjLhHii2aRRa3Y,@saint:matrix.mtololo.com,а ну и момент нашел,а ну и момент нашел,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:41:09,"Well, I found the moment","Well, I found the moment"
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678474053,$IhGARFEtSB2AzCpIAMUPvazrGZEAl3ZDfQ-xOd2SbZQ,@saint:matrix.mtololo.com,скачать файл залитый не получается,скачать файл залитый не получается,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:41:14,download the filled file fails,download the filled file fails
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678481376,$Cw9tDJM-SUedySSZSrgZ6gkO9oYGz5k4ck4KV6finWk,@saint:matrix.mtololo.com,залитый в чат тип,залитый в чат тип,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:41:21,chat type,chat type
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646678547358,$-219y9es8WKqhJxJGjXQajIHIPLP_OlJvcWNuLOW9Iw,@killanas:matrix.mtololo.com,,Кинь ссылку плз,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:42:27,Throw the link plz,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@killanas:matrix.mtololo.com,1646678552614,$mFaINQz_Fznp8uSkwrLnnD8qKlwF1XDGsvtaKXYA8R4,@killanas:matrix.mtololo.com,,Вроде можно было,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:42:32,It seems that it was possible,
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678553068,$LVZyuQ2QuQ0yHK7Nx60gKXqkPWK7cO24bHGpDnAJVKg,@saint:matrix.mtololo.com,на что,на что,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:42:33,for what,for what
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678559363,$u4rVIwkSggKNVGH6BCWoefWtYevxj1yhbpQJ5c8s6Ns,@saint:matrix.mtololo.com,http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion/,http://gncsf7p5jmjc3s2lzy7ahlcjmffyl5ixa5jllsqi7yx7oixiw5gdsoad.onion/,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:42:39,HTTP: //gnsf7p5 Zhmzhch3S2LSIA7Ansimffil5hyha5 Zhlli7ykhiv5gdsoa.Onion/,HTTP: //gnsf7p5 Zhmzhch3S2LSIA7Ansimffil5hyha5 Zhlli7ykhiv5gdsoa.Onion/
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678560901,$qpy-h_bFbb6ExyuYxOzs9cvZ9VNBnGby0G2YPejacwY,@saint:matrix.mtololo.com,compp,compp,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:42:40,COMPP,COMPP
m.room.message,!DTMpRbjomxkKtLtZFs:matrix.mtololo.com,@saint:matrix.mtololo.com,1646678563170,$TVauX4QwMrcd-R__3MIX7iR_pLxd7av-PaOW9GtED4I,@saint:matrix.mtololo.com,со стороны админа,со стороны админа,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 11:42:43,from the side of the admin,from the side of the admin
